Date;Time;Voltage;Global_intensity;Global_active_power;Load_Status
09/03/2024;21:26:00;216.53;13.25;2.869;1
09/03/2024;21:27:00;224.28;12.61;2.828;1
09/03/2024;21:28:00;219.78;4.85;1.066;0
09/03/2024;21:29:00;213.12;4.01;0.855;0
09/03/2024;21:30:00;235.09;9.51;2.236;1
09/03/2024;21:31:00;237.5;11.35;2.696;1
09/03/2024;21:32:00;248.36;12.22;3.035;1
09/03/2024;21:33:00;218.17;10.4;2.269;1
09/03/2024;21:34:00;240.8;2.85;0.686;0
09/03/2024;21:35:00;238.17;6.7;1.596;1
09/03/2024;21:36:00;216.61;2.91;0.63;0
09/03/2024;21:37:00;221.69;11.7;2.594;1
09/03/2024;21:38:00;244.8;4.76;1.165;0
09/03/2024;21:39:00;234.64;12.87;3.02;1
09/03/2024;21:40:00;224.7;5.04;1.132;0
09/03/2024;21:41:00;211.73;13.32;2.82;1
09/03/2024;21:42:00;214.05;5.86;1.254;0
09/03/2024;21:43:00;211.53;1.21;0.256;0
09/03/2024;21:44:00;239.82;3.22;0.772;0
09/03/2024;21:45:00;235.67;1.7;0.401;0
09/03/2024;21:46:00;231.95;5.37;1.246;0
09/03/2024;21:47:00;232.07;10.16;2.358;1
09/03/2024;21:48:00;222.15;1.51;0.335;0
09/03/2024;21:49:00;239.32;2.08;0.498;0
09/03/2024;21:50:00;226.11;3.18;0.719;0
09/03/2024;21:51:00;246.98;9.13;2.255;1
09/03/2024;21:52:00;233.75;5.87;1.372;0
09/03/2024;21:53:00;248.11;10.14;2.516;1
09/03/2024;21:54:00;224.87;12.43;2.795;1
09/03/2024;21:55:00;213.52;1.7;0.363;0
09/03/2024;21:56:00;210.72;7.91;1.667;1
09/03/2024;21:57:00;231.26;10.22;2.363;1
09/03/2024;21:58:00;249.25;2.1;0.523;0
09/03/2024;21:59:00;233.43;3.89;0.908;0
09/03/2024;22:00:00;249.86;4.42;1.104;0
09/03/2024;22:01:00;219.95;13.13;2.888;1
09/03/2024;22:02:00;224.33;4.31;0.967;0
09/03/2024;22:03:00;230.59;5.34;1.231;0
09/03/2024;22:04:00;246.1;1.63;0.401;0
09/03/2024;22:05:00;213.48;9.62;2.054;1
09/03/2024;22:06:00;235.74;1.15;0.271;0
09/03/2024;22:07:00;217.78;14.54;3.167;1
09/03/2024;22:08:00;240.24;2.03;0.488;0
09/03/2024;22:09:00;229.97;12.02;2.764;1
09/03/2024;22:10:00;237.16;4.75;1.127;0
09/03/2024;22:11:00;219.77;7.15;1.571;1
09/03/2024;22:12:00;243.95;1.85;0.451;0
09/03/2024;22:13:00;218.17;6.8;1.484;0
09/03/2024;22:14:00;213.7;3.83;0.818;0
09/03/2024;22:15:00;239.97;5.53;1.327;0
09/03/2024;22:16:00;217.72;1.24;0.27;0
09/03/2024;22:17:00;216.02;3.88;0.838;0
09/03/2024;22:18:00;211.13;12.95;2.734;1
09/03/2024;22:19:00;212.59;11.87;2.523;1
09/03/2024;22:20:00;228.19;7.11;1.622;1
09/03/2024;22:21:00;231.55;10.55;2.443;1
09/03/2024;22:22:00;241.22;6.6;1.592;1
09/03/2024;22:23:00;225.64;11.5;2.595;1
09/03/2024;22:24:00;241.4;1.57;0.379;0
09/03/2024;22:25:00;214.88;5.24;1.126;0
09/03/2024;22:26:00;217.35;13.9;3.021;1
09/03/2024;22:27:00;238.59;1.34;0.32;0
09/03/2024;22:28:00;224.69;3.54;0.795;0
09/03/2024;22:29:00;242.2;6.93;1.678;1
09/03/2024;22:30:00;210.36;2.03;0.427;0
09/03/2024;22:31:00;215.14;9.25;1.99;1
09/03/2024;22:32:00;214.55;9.57;2.053;1
09/03/2024;22:33:00;249.63;5.97;1.49;0
09/03/2024;22:34:00;222.06;14.44;3.207;1
09/03/2024;22:35:00;223.56;9.05;2.023;1
09/03/2024;22:36:00;214.86;13.61;2.924;1
09/03/2024;22:37:00;228.8;1.18;0.27;0
09/03/2024;22:38:00;241.97;12.01;2.906;1
09/03/2024;22:39:00;248.96;11.86;2.953;1
09/03/2024;22:40:00;249.37;7.46;1.86;1
09/03/2024;22:41:00;215.33;5.13;1.105;0
09/03/2024;22:42:00;246.19;1.54;0.379;0
09/03/2024;22:43:00;231.35;7.93;1.835;1
09/03/2024;22:44:00;212.45;10.14;2.154;1
09/03/2024;22:45:00;217.28;4.69;1.019;0
09/03/2024;22:46:00;230.39;4.46;1.028;0
09/03/2024;22:47:00;244.34;10.56;2.58;1
09/03/2024;22:48:00;247.45;2.26;0.559;0
09/03/2024;22:49:00;212.4;14.66;3.114;1
09/03/2024;22:50:00;212.03;4.79;1.016;0
09/03/2024;22:51:00;211.89;3.86;0.818;0
09/03/2024;22:52:00;217.41;8.34;1.813;1
09/03/2024;22:53:00;212.54;12.15;2.582;1
09/03/2024;22:54:00;228.5;5.23;1.195;0
09/03/2024;22:55:00;240.38;7.96;1.913;1
09/03/2024;22:56:00;226.47;12.31;2.788;1
09/03/2024;22:57:00;231.46;11.49;2.659;1
09/03/2024;22:58:00;231.28;12.04;2.785;1
09/03/2024;22:59:00;243.56;12.15;2.959;1
09/03/2024;23:00:00;247.39;9.99;2.471;1
09/03/2024;23:01:00;248.25;6.94;1.723;1
09/03/2024;23:02:00;210.93;2.02;0.426;0
09/03/2024;23:03:00;248.85;2.51;0.625;0
09/03/2024;23:04:00;218.3;3.41;0.744;0
09/03/2024;23:05:00;219.57;5.92;1.3;0
09/03/2024;23:06:00;217.49;6.64;1.444;0
09/03/2024;23:07:00;248.61;9.47;2.354;1
09/03/2024;23:08:00;229.86;4.23;0.972;0
09/03/2024;23:09:00;224.78;1.51;0.339;0
09/03/2024;23:10:00;221.11;5.38;1.19;0
09/03/2024;23:11:00;217.37;5.13;1.115;0
09/03/2024;23:12:00;241.4;5.54;1.337;0
09/03/2024;23:13:00;216.0;9.45;2.041;1
09/03/2024;23:14:00;236.58;11.16;2.64;1
09/03/2024;23:15:00;241.17;5.51;1.329;0
09/03/2024;23:16:00;245.32;8.89;2.181;1
09/03/2024;23:17:00;228.26;2.45;0.559;0
09/03/2024;23:18:00;215.38;7.81;1.682;1
09/03/2024;23:19:00;229.38;4.9;1.124;0
09/03/2024;23:20:00;216.5;8.84;1.914;1
09/03/2024;23:21:00;226.78;13.89;3.15;1
09/03/2024;23:22:00;248.97;1.04;0.259;0
09/03/2024;23:23:00;241.38;4.76;1.149;0
09/03/2024;23:24:00;249.73;2.59;0.647;0
09/03/2024;23:25:00;227.34;8.21;1.866;1
09/03/2024;23:26:00;217.72;6.74;1.467;0
09/03/2024;23:27:00;228.04;3.95;0.901;0
09/03/2024;23:28:00;213.1;8.46;1.803;1
09/03/2024;23:29:00;223.19;9.51;2.123;1
09/03/2024;23:30:00;232.07;8.65;2.007;1
09/03/2024;23:31:00;241.79;13.38;3.235;1
09/03/2024;23:32:00;215.73;3.59;0.774;0
09/03/2024;23:33:00;213.32;1.3;0.277;0
09/03/2024;23:34:00;212.85;2.24;0.477;0
09/03/2024;23:35:00;217.91;14.17;3.088;1
09/03/2024;23:36:00;222.5;1.91;0.425;0
09/03/2024;23:37:00;217.88;11.53;2.512;1
09/03/2024;23:38:00;227.58;8.74;1.989;1
09/03/2024;23:39:00;232.37;8.05;1.871;1
09/03/2024;23:40:00;229.21;3.76;0.862;0
09/03/2024;23:41:00;220.77;13.08;2.888;1
09/03/2024;23:42:00;240.41;2.43;0.584;0
09/03/2024;23:43:00;249.44;9.87;2.462;1
09/03/2024;23:44:00;218.44;7.2;1.573;1
09/03/2024;23:45:00;246.31;2.47;0.608;0
09/03/2024;23:46:00;241.89;1.47;0.356;0
09/03/2024;23:47:00;225.95;4.61;1.042;0
09/03/2024;23:48:00;248.01;1.15;0.285;0
09/03/2024;23:49:00;214.88;13.88;2.983;1
09/03/2024;23:50:00;215.11;10.23;2.201;1
09/03/2024;23:51:00;216.17;7.61;1.645;1
09/03/2024;23:52:00;215.81;13.32;2.875;1
09/03/2024;23:53:00;226.45;5.24;1.187;0
09/03/2024;23:54:00;224.92;10.03;2.256;1
09/03/2024;23:55:00;245.33;2.01;0.493;0
09/03/2024;23:56:00;246.82;4.33;1.069;0
09/03/2024;23:57:00;249.12;14.76;3.677;1
09/03/2024;23:58:00;235.97;2.27;0.536;0
09/03/2024;23:59:00;218.66;7.75;1.695;1
10/03/2024;00:00:00;227.17;6.12;1.39;0
10/03/2024;00:01:00;213.53;5.16;1.102;0
10/03/2024;00:02:00;232.22;10.04;2.331;1
10/03/2024;00:03:00;243.92;7.48;1.825;1
10/03/2024;00:04:00;211.42;3.98;0.841;0
10/03/2024;00:05:00;216.08;1.35;0.292;0
10/03/2024;00:06:00;223.92;7.82;1.751;1
10/03/2024;00:07:00;237.2;7.46;1.77;1
10/03/2024;00:08:00;233.54;11.43;2.669;1
10/03/2024;00:09:00;216.15;4.65;1.005;0
10/03/2024;00:10:00;237.08;1.47;0.349;0
10/03/2024;00:11:00;238.89;1.09;0.26;0
10/03/2024;00:12:00;227.45;13.57;3.086;1
10/03/2024;00:13:00;226.38;5.71;1.293;0
10/03/2024;00:14:00;218.46;8.99;1.964;1
10/03/2024;00:15:00;214.31;7.14;1.53;1
10/03/2024;00:16:00;211.1;10.95;2.312;1
10/03/2024;00:17:00;227.9;9.77;2.227;1
10/03/2024;00:18:00;239.92;4.44;1.065;0
10/03/2024;00:19:00;242.75;8.17;1.983;1
10/03/2024;00:20:00;235.91;11.67;2.753;1
10/03/2024;00:21:00;244.73;2.13;0.521;0
10/03/2024;00:22:00;210.74;4.99;1.052;0
10/03/2024;00:23:00;241.12;9.35;2.254;1
10/03/2024;00:24:00;226.83;13.36;3.03;1
10/03/2024;00:25:00;228.39;10.34;2.362;1
10/03/2024;00:26:00;248.54;14.29;3.552;1
10/03/2024;00:27:00;213.07;13.99;2.981;1
10/03/2024;00:28:00;225.37;10.07;2.269;1
10/03/2024;00:29:00;245.49;14.08;3.456;1
10/03/2024;00:30:00;230.57;4.38;1.01;0
10/03/2024;00:31:00;244.31;13.25;3.237;1
10/03/2024;00:32:00;233.25;11.61;2.708;1
10/03/2024;00:33:00;217.63;1.88;0.409;0
10/03/2024;00:34:00;246.67;12.3;3.034;1
10/03/2024;00:35:00;234.02;1.75;0.41;0
10/03/2024;00:36:00;234.72;2.7;0.634;0
10/03/2024;00:37:00;211.87;5.34;1.131;0
10/03/2024;00:38:00;221.53;3.07;0.68;0
10/03/2024;00:39:00;228.5;7.54;1.723;1
10/03/2024;00:40:00;215.8;8.51;1.836;1
10/03/2024;00:41:00;232.91;7.56;1.761;1
10/03/2024;00:42:00;239.91;1.76;0.422;0
10/03/2024;00:43:00;210.83;2.61;0.55;0
10/03/2024;00:44:00;213.63;13.15;2.809;1
10/03/2024;00:45:00;219.96;8.9;1.958;1
10/03/2024;00:46:00;238.72;11.95;2.853;1
10/03/2024;00:47:00;223.38;13.3;2.971;1
10/03/2024;00:48:00;229.69;3.43;0.788;0
10/03/2024;00:49:00;220.34;2.77;0.61;0
10/03/2024;00:50:00;242.65;10.52;2.553;1
10/03/2024;00:51:00;231.38;3.95;0.914;0
10/03/2024;00:52:00;246.95;5.98;1.477;0
10/03/2024;00:53:00;216.31;2.68;0.58;0
10/03/2024;00:54:00;240.87;1.42;0.342;0
10/03/2024;00:55:00;216.12;10.5;2.269;1
10/03/2024;00:56:00;222.78;11.89;2.649;1
10/03/2024;00:57:00;238.75;5.08;1.213;0
10/03/2024;00:58:00;223.28;10.92;2.438;1
10/03/2024;00:59:00;211.25;4.77;1.008;0
10/03/2024;01:00:00;213.43;1.15;0.245;0
10/03/2024;01:01:00;229.83;4.32;0.993;0
10/03/2024;01:02:00;228.4;3.42;0.781;0
10/03/2024;01:03:00;216.95;4.38;0.95;0
10/03/2024;01:04:00;241.01;3.76;0.906;0
10/03/2024;01:05:00;216.29;13.67;2.957;1
10/03/2024;01:06:00;242.57;8.74;2.12;1
10/03/2024;01:07:00;222.8;11.87;2.645;1
10/03/2024;01:08:00;231.89;7.49;1.737;1
10/03/2024;01:09:00;213.3;11.03;2.353;1
10/03/2024;01:10:00;247.07;10.76;2.658;1
10/03/2024;01:11:00;231.07;1.8;0.416;0
10/03/2024;01:12:00;211.43;3.64;0.77;0
10/03/2024;01:13:00;233.85;3.0;0.702;0
10/03/2024;01:14:00;245.25;11.33;2.779;1
10/03/2024;01:15:00;245.23;9.91;2.43;1
10/03/2024;01:16:00;241.31;3.6;0.869;0
10/03/2024;01:17:00;228.39;10.26;2.343;1
10/03/2024;01:18:00;235.91;14.93;3.522;1
10/03/2024;01:19:00;248.32;3.22;0.8;0
10/03/2024;01:20:00;237.65;11.98;2.847;1
10/03/2024;01:21:00;233.27;2.17;0.506;0
10/03/2024;01:22:00;222.53;12.62;2.808;1
10/03/2024;01:23:00;239.82;10.41;2.497;1
10/03/2024;01:24:00;218.58;3.8;0.831;0
10/03/2024;01:25:00;220.87;6.51;1.438;0
10/03/2024;01:26:00;212.98;5.27;1.122;0
10/03/2024;01:27:00;232.98;5.79;1.349;0
10/03/2024;01:28:00;245.35;13.46;3.302;1
10/03/2024;01:29:00;248.62;14.77;3.672;1
10/03/2024;01:30:00;237.61;6.18;1.468;0
10/03/2024;01:31:00;219.58;7.1;1.559;1
10/03/2024;01:32:00;211.0;4.8;1.013;0
10/03/2024;01:33:00;238.29;14.66;3.493;1
10/03/2024;01:34:00;218.13;7.61;1.66;1
10/03/2024;01:35:00;210.5;1.18;0.248;0
10/03/2024;01:36:00;221.36;3.42;0.757;0
10/03/2024;01:37:00;242.26;3.85;0.933;0
10/03/2024;01:38:00;246.62;11.99;2.957;1
10/03/2024;01:39:00;240.24;14.67;3.524;1
10/03/2024;01:40:00;234.04;13.71;3.209;1
10/03/2024;01:41:00;218.52;14.7;3.212;1
10/03/2024;01:42:00;230.8;14.51;3.349;1
10/03/2024;01:43:00;241.9;10.08;2.438;1
10/03/2024;01:44:00;249.91;5.44;1.36;0
10/03/2024;01:45:00;241.25;5.45;1.315;0
10/03/2024;01:46:00;221.75;4.6;1.02;0
10/03/2024;01:47:00;239.73;13.66;3.275;1
10/03/2024;01:48:00;230.19;12.24;2.818;1
10/03/2024;01:49:00;246.24;3.36;0.827;0
10/03/2024;01:50:00;236.37;3.84;0.908;0
10/03/2024;01:51:00;221.38;10.89;2.411;1
10/03/2024;01:52:00;248.93;2.67;0.665;0
10/03/2024;01:53:00;230.21;5.9;1.358;0
10/03/2024;01:54:00;225.75;1.96;0.442;0
10/03/2024;01:55:00;231.43;11.22;2.597;1
10/03/2024;01:56:00;246.11;6.26;1.541;1
10/03/2024;01:57:00;212.16;10.61;2.251;1
10/03/2024;01:58:00;210.4;2.49;0.524;0
10/03/2024;01:59:00;223.15;12.0;2.678;1
10/03/2024;02:00:00;230.07;13.46;3.097;1
10/03/2024;02:01:00;226.61;12.89;2.921;1
10/03/2024;02:02:00;221.13;10.46;2.313;1
10/03/2024;02:03:00;246.32;3.03;0.746;0
10/03/2024;02:04:00;243.0;5.59;1.358;0
10/03/2024;02:05:00;236.85;3.86;0.914;0
10/03/2024;02:06:00;216.0;7.19;1.553;1
10/03/2024;02:07:00;220.22;6.56;1.445;0
10/03/2024;02:08:00;227.59;6.83;1.554;1
10/03/2024;02:09:00;226.45;2.03;0.46;0
10/03/2024;02:10:00;219.58;1.21;0.266;0
10/03/2024;02:11:00;238.12;12.02;2.862;1
10/03/2024;02:12:00;233.07;8.28;1.93;1
10/03/2024;02:13:00;242.11;3.07;0.743;0
10/03/2024;02:14:00;241.78;14.45;3.494;1
10/03/2024;02:15:00;232.96;4.15;0.967;0
10/03/2024;02:16:00;240.32;3.34;0.803;0
10/03/2024;02:17:00;229.35;7.55;1.732;1
10/03/2024;02:18:00;230.73;12.81;2.956;1
10/03/2024;02:19:00;237.11;13.54;3.21;1
10/03/2024;02:20:00;215.76;12.18;2.628;1
10/03/2024;02:21:00;233.88;14.45;3.38;1
10/03/2024;02:22:00;232.32;13.6;3.16;1
10/03/2024;02:23:00;217.85;14.32;3.12;1
10/03/2024;02:24:00;222.01;10.76;2.389;1
10/03/2024;02:25:00;248.39;4.44;1.103;0
10/03/2024;02:26:00;212.33;3.99;0.847;0
10/03/2024;02:27:00;223.59;7.7;1.722;1
10/03/2024;02:28:00;247.94;9.2;2.281;1
10/03/2024;02:29:00;245.06;9.78;2.397;1
10/03/2024;02:30:00;225.28;7.32;1.649;1
10/03/2024;02:31:00;221.84;14.25;3.161;1
10/03/2024;02:32:00;211.84;5.04;1.068;0
10/03/2024;02:33:00;229.3;12.15;2.786;1
10/03/2024;02:34:00;225.65;7.66;1.728;1
10/03/2024;02:35:00;245.45;13.68;3.358;1
10/03/2024;02:36:00;235.97;12.78;3.016;1
10/03/2024;02:37:00;229.36;14.75;3.383;1
10/03/2024;02:38:00;236.55;8.61;2.037;1
10/03/2024;02:39:00;226.51;8.44;1.912;1
10/03/2024;02:40:00;217.36;1.93;0.42;0
10/03/2024;02:41:00;248.91;6.53;1.625;1
10/03/2024;02:42:00;238.08;14.58;3.471;1
10/03/2024;02:43:00;233.44;6.34;1.48;0
10/03/2024;02:44:00;243.42;2.65;0.645;0
10/03/2024;02:45:00;243.92;1.57;0.383;0
10/03/2024;02:46:00;234.01;11.34;2.654;1
10/03/2024;02:47:00;221.16;1.66;0.367;0
10/03/2024;02:48:00;216.98;2.71;0.588;0
10/03/2024;02:49:00;216.83;14.31;3.103;1
10/03/2024;02:50:00;220.84;4.82;1.064;0
10/03/2024;02:51:00;229.11;2.73;0.625;0
10/03/2024;02:52:00;226.45;10.08;2.283;1
10/03/2024;02:53:00;224.34;14.34;3.217;1
10/03/2024;02:54:00;232.2;4.04;0.938;0
10/03/2024;02:55:00;235.29;7.87;1.852;1
10/03/2024;02:56:00;216.87;1.56;0.338;0
10/03/2024;02:57:00;217.85;11.4;2.483;1
10/03/2024;02:58:00;248.43;14.33;3.56;1
10/03/2024;02:59:00;223.95;4.68;1.048;0
10/03/2024;03:00:00;234.21;2.19;0.513;0
10/03/2024;03:01:00;218.51;8.51;1.86;1
10/03/2024;03:02:00;241.99;10.48;2.536;1
10/03/2024;03:03:00;220.46;11.27;2.485;1
10/03/2024;03:04:00;220.78;14.12;3.117;1
10/03/2024;03:05:00;249.89;1.25;0.312;0
10/03/2024;03:06:00;233.61;2.52;0.589;0
10/03/2024;03:07:00;212.31;12.7;2.696;1
10/03/2024;03:08:00;237.62;5.81;1.381;0
10/03/2024;03:09:00;214.72;14.49;3.111;1
10/03/2024;03:10:00;228.0;7.19;1.639;1
10/03/2024;03:11:00;233.36;4.6;1.073;0
10/03/2024;03:12:00;231.08;10.03;2.318;1
10/03/2024;03:13:00;244.63;2.87;0.702;0
10/03/2024;03:14:00;226.32;10.11;2.288;1
10/03/2024;03:15:00;238.37;2.37;0.565;0
10/03/2024;03:16:00;235.6;11.0;2.592;1
10/03/2024;03:17:00;241.39;1.49;0.36;0
10/03/2024;03:18:00;239.53;12.82;3.071;1
10/03/2024;03:19:00;227.99;5.69;1.297;0
10/03/2024;03:20:00;227.96;7.5;1.71;1
10/03/2024;03:21:00;248.95;2.47;0.615;0
10/03/2024;03:22:00;211.18;7.39;1.561;1
10/03/2024;03:23:00;241.38;2.78;0.671;0
10/03/2024;03:24:00;212.5;3.46;0.735;0
10/03/2024;03:25:00;216.36;13.72;2.968;1
10/03/2024;03:26:00;247.73;13.47;3.337;1
10/03/2024;03:27:00;215.55;4.73;1.02;0
10/03/2024;03:28:00;239.52;11.99;2.872;1
10/03/2024;03:29:00;230.44;3.43;0.79;0
10/03/2024;03:30:00;249.32;12.83;3.199;1
10/03/2024;03:31:00;236.52;14.38;3.401;1
10/03/2024;03:32:00;222.64;9.78;2.177;1
10/03/2024;03:33:00;217.87;12.94;2.819;1
10/03/2024;03:34:00;216.84;3.52;0.763;0
10/03/2024;03:35:00;215.6;12.41;2.676;1
10/03/2024;03:36:00;222.25;7.38;1.64;1
10/03/2024;03:37:00;213.1;7.24;1.543;1
10/03/2024;03:38:00;246.27;9.39;2.312;1
10/03/2024;03:39:00;244.68;1.86;0.455;0
10/03/2024;03:40:00;228.84;3.52;0.806;0
10/03/2024;03:41:00;221.65;10.59;2.347;1
10/03/2024;03:42:00;224.41;6.59;1.479;0
10/03/2024;03:43:00;210.06;11.03;2.317;1
10/03/2024;03:44:00;237.81;8.67;2.062;1
10/03/2024;03:45:00;231.46;6.87;1.59;1
10/03/2024;03:46:00;214.27;6.47;1.386;0
10/03/2024;03:47:00;217.99;9.42;2.053;1
10/03/2024;03:48:00;223.26;3.47;0.775;0
10/03/2024;03:49:00;217.4;10.42;2.265;1
10/03/2024;03:50:00;240.27;6.56;1.576;1
10/03/2024;03:51:00;240.49;7.81;1.878;1
10/03/2024;03:52:00;234.3;1.3;0.305;0
10/03/2024;03:53:00;237.48;1.76;0.418;0
10/03/2024;03:54:00;236.46;12.51;2.958;1
10/03/2024;03:55:00;217.16;10.42;2.263;1
10/03/2024;03:56:00;215.01;12.53;2.694;1
10/03/2024;03:57:00;227.95;9.01;2.054;1
10/03/2024;03:58:00;223.03;3.98;0.888;0
10/03/2024;03:59:00;240.26;14.5;3.484;1
10/03/2024;04:00:00;216.3;11.85;2.563;1
10/03/2024;04:01:00;241.62;9.85;2.38;1
10/03/2024;04:02:00;220.36;3.56;0.784;0
10/03/2024;04:03:00;214.44;7.06;1.514;1
10/03/2024;04:04:00;227.36;2.67;0.607;0
10/03/2024;04:05:00;223.33;8.36;1.867;1
10/03/2024;04:06:00;242.74;6.13;1.488;0
10/03/2024;04:07:00;241.93;14.47;3.501;1
10/03/2024;04:08:00;249.36;4.39;1.095;0
10/03/2024;04:09:00;237.14;4.66;1.105;0
10/03/2024;04:10:00;226.37;3.56;0.806;0
10/03/2024;04:11:00;227.83;2.76;0.629;0
10/03/2024;04:12:00;240.57;2.69;0.647;0
10/03/2024;04:13:00;233.36;3.65;0.852;0
10/03/2024;04:14:00;219.81;6.1;1.341;0
10/03/2024;04:15:00;233.32;10.8;2.52;1
10/03/2024;04:16:00;238.02;8.95;2.13;1
10/03/2024;04:17:00;243.62;11.63;2.833;1
10/03/2024;04:18:00;212.73;7.8;1.659;1
10/03/2024;04:19:00;224.74;5.19;1.166;0
10/03/2024;04:20:00;228.62;4.97;1.136;0
10/03/2024;04:21:00;240.14;9.9;2.377;1
10/03/2024;04:22:00;221.79;11.35;2.517;1
10/03/2024;04:23:00;222.86;6.9;1.538;1
10/03/2024;04:24:00;231.17;6.77;1.565;1
10/03/2024;04:25:00;241.36;3.0;0.724;0
10/03/2024;04:26:00;228.2;5.44;1.241;0
10/03/2024;04:27:00;248.57;12.45;3.095;1
10/03/2024;04:28:00;248.15;8.11;2.012;1
10/03/2024;04:29:00;210.73;8.98;1.892;1
10/03/2024;04:30:00;211.13;13.9;2.935;1
10/03/2024;04:31:00;247.63;5.68;1.407;0
10/03/2024;04:32:00;215.87;6.17;1.332;0
10/03/2024;04:33:00;211.93;10.7;2.268;1
10/03/2024;04:34:00;245.93;2.04;0.502;0
10/03/2024;04:35:00;240.59;11.87;2.856;1
10/03/2024;04:36:00;233.15;14.31;3.336;1
10/03/2024;04:37:00;246.82;7.41;1.829;1
10/03/2024;04:38:00;245.74;9.57;2.352;1
10/03/2024;04:39:00;228.73;12.61;2.884;1
10/03/2024;04:40:00;212.74;8.94;1.902;1
10/03/2024;04:41:00;213.24;10.04;2.141;1
10/03/2024;04:42:00;222.13;8.68;1.928;1
10/03/2024;04:43:00;240.35;6.39;1.536;1
10/03/2024;04:44:00;241.47;8.63;2.084;1
10/03/2024;04:45:00;227.28;10.24;2.327;1
10/03/2024;04:46:00;219.85;13.57;2.983;1
10/03/2024;04:47:00;229.02;2.61;0.598;0
10/03/2024;04:48:00;224.24;11.53;2.585;1
10/03/2024;04:49:00;213.91;10.45;2.235;1
10/03/2024;04:50:00;243.69;11.95;2.912;1
10/03/2024;04:51:00;249.36;4.89;1.219;0
10/03/2024;04:52:00;235.72;5.63;1.327;0
10/03/2024;04:53:00;248.93;3.75;0.933;0
10/03/2024;04:54:00;224.95;12.91;2.904;1
10/03/2024;04:55:00;231.56;6.49;1.503;1
10/03/2024;04:56:00;223.61;13.38;2.992;1
10/03/2024;04:57:00;249.33;4.4;1.097;0
10/03/2024;04:58:00;247.9;10.86;2.692;1
10/03/2024;04:59:00;235.54;1.66;0.391;0
10/03/2024;05:00:00;243.08;7.01;1.704;1
10/03/2024;05:01:00;231.11;6.72;1.553;1
10/03/2024;05:02:00;229.49;5.34;1.225;0
10/03/2024;05:03:00;245.2;6.65;1.631;1
10/03/2024;05:04:00;231.14;7.89;1.824;1
10/03/2024;05:05:00;240.45;5.25;1.262;0
10/03/2024;05:06:00;213.03;10.67;2.273;1
10/03/2024;05:07:00;242.8;6.33;1.537;1
10/03/2024;05:08:00;233.63;12.32;2.878;1
10/03/2024;05:09:00;216.04;2.58;0.557;0
10/03/2024;05:10:00;225.92;14.3;3.231;1
10/03/2024;05:11:00;232.81;11.49;2.675;1
10/03/2024;05:12:00;210.69;6.72;1.416;0
10/03/2024;05:13:00;233.51;3.34;0.78;0
10/03/2024;05:14:00;239.22;7.74;1.852;1
10/03/2024;05:15:00;229.93;14.01;3.221;1
10/03/2024;05:16:00;235.4;4.53;1.066;0
10/03/2024;05:17:00;214.51;13.92;2.986;1
10/03/2024;05:18:00;218.43;7.83;1.71;1
10/03/2024;05:19:00;234.44;11.43;2.68;1
10/03/2024;05:20:00;249.92;3.49;0.872;0
10/03/2024;05:21:00;217.31;7.59;1.649;1
10/03/2024;05:22:00;220.7;13.68;3.019;1
10/03/2024;05:23:00;243.74;1.3;0.317;0
10/03/2024;05:24:00;216.09;14.84;3.207;1
10/03/2024;05:25:00;234.88;3.86;0.907;0
10/03/2024;05:26:00;232.92;12.6;2.935;1
10/03/2024;05:27:00;211.62;13.95;2.952;1
10/03/2024;05:28:00;221.95;13.0;2.885;1
10/03/2024;05:29:00;245.71;9.5;2.334;1
10/03/2024;05:30:00;246.44;13.13;3.236;1
10/03/2024;05:31:00;230.87;10.61;2.45;1
10/03/2024;05:32:00;228.96;4.15;0.95;0
10/03/2024;05:33:00;231.89;9.4;2.18;1
10/03/2024;05:34:00;242.55;10.13;2.457;1
10/03/2024;05:35:00;210.21;5.73;1.205;0
10/03/2024;05:36:00;243.03;6.07;1.475;0
10/03/2024;05:37:00;222.66;12.42;2.765;1
10/03/2024;05:38:00;242.69;11.67;2.832;1
10/03/2024;05:39:00;236.09;9.57;2.259;1
10/03/2024;05:40:00;248.93;13.69;3.408;1
10/03/2024;05:41:00;235.52;12.23;2.88;1
10/03/2024;05:42:00;230.73;12.3;2.838;1
10/03/2024;05:43:00;210.54;2.6;0.547;0
10/03/2024;05:44:00;212.19;10.2;2.164;1
10/03/2024;05:45:00;217.78;2.01;0.438;0
10/03/2024;05:46:00;212.91;3.21;0.683;0
10/03/2024;05:47:00;232.96;4.02;0.936;0
10/03/2024;05:48:00;211.31;6.6;1.395;0
10/03/2024;05:49:00;233.51;12.53;2.926;1
10/03/2024;05:50:00;243.4;2.2;0.535;0
10/03/2024;05:51:00;224.94;13.4;3.014;1
10/03/2024;05:52:00;226.38;12.12;2.744;1
10/03/2024;05:53:00;246.73;4.27;1.054;0
10/03/2024;05:54:00;247.74;12.0;2.973;1
10/03/2024;05:55:00;228.36;3.01;0.687;0
10/03/2024;05:56:00;248.91;3.85;0.958;0
10/03/2024;05:57:00;214.22;10.63;2.277;1
10/03/2024;05:58:00;236.25;6.63;1.566;1
10/03/2024;05:59:00;227.55;5.9;1.343;0
10/03/2024;06:00:00;220.89;6.36;1.405;0
10/03/2024;06:01:00;214.66;11.77;2.527;1
10/03/2024;06:02:00;232.63;11.52;2.68;1
